id,tweet,tweet_length,tweet_cleaned,tweet_clst
1081,<e>Romney</e> cannot win the immigration argument. The POTUS has the DREAM act. Romney has a grandad who fled to Mexico to escape a polygamy rap.,145,"['Romney', 'win', 'immigration', 'argument', 'POTUS', 'DREAM', 'act', 'Romney', 'grandad', 'flee', 'Mexico', 'escape', 'polygamy', 'rap']",Romney can not win the immigration argument The POTUS has the DREAM act Romney has a grandad who fled to Mexico to escape a polygamy rap
1082,i cant stand listening to <e>Romney</e> talk.. #douche #douche #douche,70,"['cant', 'stand', 'listen', 'Romney', 'talk', 'douche', 'douche', 'douche']",i cant stand listening to Romney talk douche douche douche
1083,"No, <e>Mitt</e>. Obama's campaign didn't make us think you don't care about 100% of the American people. That was YOU who did that. #47percent",142,"['Mitt', 'Obama', 'campaign', 'make', 'us', 'think', 'care', 'American', 'people']",No Mitt Obama 's campaign did n't make us think you do n't care about 100 of the American people That was YOU who did that 47percent
1084, I would like to ask Mitt <e>Romney</e> why he refuses to share <a>his taxes</a> with the American people n how it feels to layoff thousands of Americans?,154,"['would', 'like', 'ask', 'Mitt', 'Romney', 'refuse', 'share', 'tax', 'American', 'people', 'n', 'feel', 'layoff', 'thousands', 'Americans']",I would like to ask Mitt Romney why he refuses to share his taxes with the American people n how it feels to layoff thousands of Americans
1085, @hardball_chris <e>Romney</e>'s voters are always <a>ignorant</a>,66,"['hardball_chris', 'Romney', 'voters', 'always', 'ignorant']",hardball_chris Romney 's voters are always ignorant
1086," Reading more <e>Romney</e> ""positions"".  He has no soul.",57,"['Reading', 'Romney', 'position', 'soul']",Reading more Romney positions He has no soul
1087, Oh sh!t #<e>Romney</e> going to <a>jail</a> now. #<e>obama</e>2012  http://t.co/ju4x8Dnw,89,"['Oh', 'sh', 'Romney', 'go', 'jail', 'http']",Oh sh t Romney going to jail now obama2012 http t.co/ju4x8Dnw
1088, @tomscheboy I'm quite certain Mitt <e>Romney</e> would actually create millions of jobs. Unfortunately they'd all be in <a>China</a>.,134,"['tomscheboy', 'quite', 'certain', 'Mitt', 'Romney', 'would', 'actually', 'create', 'millions', 'job', 'Unfortunately', 'China']",tomscheboy I 'm quite certain Mitt Romney would actually create millions of jobs Unfortunately they 'd all be in China
1089, @hardball_chris # <e>Romney</e>'s policies scare me to death...literally!,74,"['hardball_chris', 'Romney', 'policies', 'scare', 'death', 'literally']",hardball_chris Romney 's policies scare me to death literally
1090, NYTimes: Mr. <e>Romney</e> Needs a Working <a>Calculator</a> http://t.co/VjZp9RTs,82,"['NYTimes', 'Mr', 'Romney', 'Needs', 'Working', 'Calculator', 'http']",NYTimes Mr Romney Needs a Working Calculator http t.co/VjZp9RTs
1091, Mitt <e>Romney</e> scares me,29,"['Mitt', 'Romney', 'scar']",Mitt Romney scares me
1092, the entire world at risk.#<e>Romney</e> #Ryan n the #Republicans gambled unwisely. Their greed n self-centeredness is an <a>immoral</a> ethics.#Re-elect O,155,"['entire', 'world', 'risk', 'Romney', 'Ryan', 'n', 'Republicans', 'gamble', 'unwisely', 'greed', 'n', 'immoral', 'ethics']",the entire world at risk Romney Ryan n the Republicans gambled unwisely Their greed n self-centeredness is an immoral ethics Re-elect O
1093, Round 2 tonight who is in charge of counting Mitt <e>Romney</e>'s <a>lies</a> and do they have a calculator handy?,115,"['Round', 'tonight', 'charge', 'count', 'Mitt', 'Romney', 'lie', 'calculator', 'handy']",Round 2 tonight who is in charge of counting Mitt Romney 's lies and do they have a calculator handy
1094, @gopfirecracker  still I ask what did he do wrong? When <e>Romney</e> is trying to starve kids by getting rid of<a> health care</a>,132,"['gopfirecracker', 'still', 'ask', 'wrong', 'Romney', 'try', 'starve', 'kid', 'get', 'rid', 'health', 'care']",gopfirecracker still I ask what did he do wrong When Romney is trying to starve kids by getting rid of health care
1095, Mitt <e>Romney</e> is an actually <a>tard</a>.,47,"['Mitt', 'Romney', 'actually', 'tard']",Mitt Romney is an actually tard
1096, Pres. <e>obama</e> will win in Nov. tho so <a><e>Romney</e> and these sad ass commercials I keep seeing can go</a> -_-,119,"['Pres', 'obama', 'win', 'Nov', 'tho', 'Romney', 'sad', 'ass', 'commercials', 'keep', 'see', 'go']",Pres obama will win in Nov tho so Romney and these sad ass commercials I keep seeing can go
1097,<e> Romney</e> is stupid. He's a <a>waste of life</a>.,54,"['Romney', 'stupid', 'waste', 'life']",Romney is stupid He 's a waste of life
1098, Beware of Mitt <e>Romney</e> http://t.co/4TDhtmJU,50,"['Beware', 'Mitt', 'Romney', 'http']",Beware of Mitt Romney http t.co/4TDhtmJU
1099, #IDontHaveTimeFor <a>4 years</a> of <e>Romney</e>.,51,"['IDontHaveTimeFor', 'years', 'Romney']",IDontHaveTimeFor 4 years of Romney
1100,<e> Romney</e> is a fag ...,27,"['Romney', 'fag']",Romney is a fag
1101," ""Mitt <e>Romney</e> was <a>not an effective governor</a>."": http://t.co/3Im0ATsk #therealromney",96,"['Mitt', 'Romney', 'effective', 'governor', 'http', 'therealromney']",Mitt Romney was not an effective governor http t.co/3Im0ATsk therealromney
1102, <e>romney</e> Has No Real <a>Jobs Plan</a> http://t.co/5zrA2b4l via @CAPCongress,81,"['romney', 'Real', 'Jobs', 'Plan', 'http', 'via', 'CAPCongress']",romney Has No Real Jobs Plan http t.co/5zrA2b4l via CAPCongress
1103, Marlboro Mitt: Latest Attack On <e>romney</e> Links Him To Plan Pushing <a>Cigarettes On Kids</a> http://t.co/0M924JTC,119,"['Marlboro', 'Mitt', 'Latest', 'Attack', 'romney', 'Links', 'Plan', 'Pushing', 'Cigarettes', 'Kids', 'http']",Marlboro Mitt Latest Attack On romney Links Him To Plan Pushing Cigarettes On Kids http t.co/0M924JTC
1104, Do not let the <a>Liar</a> <e>romney</e> control the debate. You must take charge and don't allow the moderator to cut you off.,128,"['let', 'Liar', 'romney', 'control', 'debate', 'must', 'take', 'charge', 'allow', 'moderator', 'cut']",Do not let the Liar romney control the debate You must take charge and do n't allow the moderator to cut you off
1105, <e>romney</e> is all <a>lie</a>.,33,"['romney', 'lie']",romney is all lie
1106, Oh no! We canâ€™t let <e>romney</e> <a>win</a>,47,"['Oh', 'let', 'romney', 'win']",Oh no We canâ€™t let romney win
1107, If You Vote For Mitt <e>romney</e> You Don't Care About Your <a>Rights</a> And You Were Born With A Silver Spoon In Your Mouth  Ignorant Of The <a>Struggle</a>,160,"['Vote', 'Mitt', 'romney', 'Care', 'Rights', 'Born', 'Silver', 'Spoon', 'Mouth', 'Ignorant', 'Struggle']",If You Vote For Mitt romney You Do n't Care About Your Rights And You Were Born With A Silver Spoon In Your Mouth Ignorant Of The Struggle
1108, #IDontHaveTimeFor Mitt <e>romney</e>.,38,"['IDontHaveTimeFor', 'Mitt', 'romney']",IDontHaveTimeFor Mitt romney
1109, I don't like <e>romney</e> <a>funny</a> looking ass. he can blow me really!,76,"['like', 'romney', 'funny', 'look', 'ass', 'blow', 'really']",I do n't like romney funny looking ass he can blow me really
1110, Fuck #<e>romney</e> http://t.co/AqWNG8Sz,41,"['Fuck', 'romney', 'http']",Fuck romney http t.co/AqWNG8Sz
1111, It's unfair to say Mitt <e>romney</e> has no <a>foreign policy</a> experience. <a>Cayman Islands investments</a> & a <a>Swiss bank account</a>: that's foreign. #debates,169,"['unfair', 'say', 'Mitt', 'romney', 'foreign', 'policy', 'experience', 'Cayman', 'Islands', 'investments', 'Swiss', 'bank', 'account', 'foreign', 'debate']",It 's unfair to say Mitt romney has no foreign policy experience Cayman Islands investments a Swiss bank account that 's foreign debates
1112, I Will Personally Kill Mitt <e>romney</e> If He's <a>Elected</a>.,66,"['Personally', 'Kill', 'Mitt', 'romney', 'Elected']",I Will Personally Kill Mitt romney If He 's Elected
1113, CNN Panelist Calls <e>romney</e> a '<a>Douche</a>' Twice http://t.co/mueSYwp8,78,"['CNN', 'Panelist', 'Calls', 'romney', 'Twice', 'http']",CNN Panelist Calls romney a 'Douche Twice http t.co/mueSYwp8
1114, Nine People Saying <e>romney</e>'s <a>Tax Plan</a> Is Mathematically Impossible - Huffington Post http://t.co/jHJmv1RC,119,"['Nine', 'People', 'Saying', 'romney', 'Tax', 'Plan', 'Mathematically', 'Impossible', 'Huffington', 'Post', 'http']",Nine People Saying romney 's Tax Plan Is Mathematically Impossible Huffington Post http t.co/jHJmv1RC
1115," Accusations that Mitt <e>romney</e> helped <a>youths</a> get hooked on <a>cigs</a>""  http://t.co/Vz3xNZ90 #gonzo #Wwhstd",121,"['Accusations', 'Mitt', 'romney', 'help', 'youths', 'get', 'hook', 'cigs', 'http', 'gonzo', 'Wwhstd']",Accusations that Mitt romney helped youths get hooked on cigs http t.co/Vz3xNZ90 gonzo Wwhstd
1116, Is Mitt <e>romney</e>'s <a>jobs</a> plan a sham?: Critics say the 12 million jobs <e>romney</e> promises to create may well appear re... http://t.co/am03j4A9,158,"['Mitt', 'romney', 'job', 'plan', 'sham', 'Critics', 'say', 'million', 'job', 'romney', 'promise', 'create', 'may', 'well', 'appear', 'http']",Is Mitt romney 's jobs plan a sham Critics say the 12 million jobs romney promises to create may well appear re http t.co/am03j4A9
1117, Idk how anyone could vote for <e>romney</e> when he wants to take <a>women</a>'s rights,88,"['Idk', 'anyone', 'could', 'vote', 'romney', 'want', 'take', 'women', 'right']",Idk how anyone could vote for romney when he wants to take women 's rights
1118, Sorry #GOP. <e>romney</e> is just NOT going to add #12M<a>jobs</a> https://t.co/rdUXEASI,89,"['Sorry', 'GOP', 'romney', 'go', 'add', 'https']",Sorry GOP romney is just NOT going to add 12Mjobs https t.co/rdUXEASI
1119, LOL! <e>romney</e>'s camp think there getting the <a>Women</a> Vote!Bitch Please!,82,"['LOL', 'romney', 'camp', 'think', 'get', 'Women', 'Vote', 'Bitch', 'Please']",LOL romney 's camp think there getting the Women Vote Bitch Please
1120, Mitt <e>romney</e>'s <a>$5 trillion</a> debt spike plan is just like the plan <a>Bush</a> had (which spiked the debt).  #p2 #tcot ,131,"['Mitt', 'romney', 'trillion', 'debt', 'spike', 'plan', 'like', 'plan', 'Bush', 'spike', 'debt', 'tcot']",Mitt romney 's 5 trillion debt spike plan is just like the plan Bush had which spiked the debt p2 tcot
1121, Mitt <e>romney</e> is <a>annoying</a> .,40,"['Mitt', 'romney', 'annoy']",Mitt romney is annoying
1122, Bloomberg News confirms that Mitt <e>romney</e>'s plan would raise taxes on <a>middle-class</a> families: http://t.co/X04yD8xz,127,"['Bloomberg', 'News', 'confirm', 'Mitt', 'romney', 'plan', 'would', 'raise', 'tax', 'families', 'http']",Bloomberg News confirms that Mitt romney 's plan would raise taxes on middle-class families http t.co/X04yD8xz
1123," They just called <e>romney</e> a ""<a>douche</a>"" on CNN hahahahaha",67,"['call', 'romney', 'douche', 'CNN', 'hahahahaha']",They just called romney a douche on CNN hahahahaha
1124, Mitt <e>romney</e>'s <a>$5</a> <a>trendn</a> sounds like a @Subway commercial,78,"['Mitt', 'romney', 'trendn', 'sound', 'like', 'Subway', 'commercial']",Mitt romney 's 5 trendn sounds like a Subway commercial
1125, @lizzwinstead @aishatyler  @DrJamesPeterson New B4 #Debate2 Bill Clinton calls <e>romney</e> a <a>liar</a> over $5T tax cut. ,126,"['lizzwinstead', 'aishatyler', 'DrJamesPeterson', 'New', 'Bill', 'Clinton', 'call', 'romney', 'liar', 'tax', 'cut']",lizzwinstead aishatyler DrJamesPeterson New B4 Debate2 Bill Clinton calls romney a liar over 5T tax cut
1126, dis #<a>WhiteHistoryMonth</a> thing was clearly influenced by Mitt <e>romney</e> and his stupid ass,100,"['dis', 'WhiteHistoryMonth', 'thing', 'clearly', 'influence', 'Mitt', 'romney', 'stupid', 'ass']",dis WhiteHistoryMonth thing was clearly influenced by Mitt romney and his stupid ass
1127, Unmasking Mitt <e>romney</e> as an <a>economic</a> sham http://t.co/pjW5mbt0,77,"['Unmasking', 'Mitt', 'romney', 'economic', 'sham', 'http']",Unmasking Mitt romney as an economic sham http t.co/pjW5mbt0
1128, If you think <e>romney</e> is a <a>joke</a> RT,47,"['think', 'romney', 'joke', 'RT']",If you think romney is a joke RT
1129, <e>romney</e> Has No Real <a>Jobs</a> Plan: Former Massachusetts Gov. Mitt <e>romney</e> claims that if he is elected into office he... http://t.co/woSGSfaG,157,"['romney', 'Real', 'Jobs', 'Plan', 'Former', 'Massachusetts', 'Gov', 'Mitt', 'romney', 'claim', 'elect', 'office', 'http']",romney Has No Real Jobs Plan Former Massachusetts Gov Mitt romney claims that if he is elected into office he http t.co/woSGSfaG
1130," ""<a>Friday Night Lights</a>"" Director Accuses Mitt <e>romney</e> Of Plagiarism In Threatening Letter http://t.co/0wLDWWK3  #tcot #war #resist44 #lnyhbt",152,"['Friday', 'Night', 'Lights', 'Director', 'Accuses', 'Mitt', 'romney', 'Plagiarism', 'Threatening', 'Letter', 'http', 'tcot', 'war', 'lnyhbt']",Friday Night Lights Director Accuses Mitt romney Of Plagiarism In Threatening Letter http t.co/0wLDWWK3 tcot war resist44 lnyhbt
1131, @PPact @_pascuzzo Mitt <e>romney</e> on<a> children</a>: we're going to get rid of those! Mitt <e>romney</e> on dogs: we're going to get rid of those! Mitt...,159,"['PPact', 'pascuzzo', 'Mitt', 'romney', 'children', 'go', 'get', 'rid', 'Mitt', 'romney', 'dog', 'go', 'get', 'rid', 'Mitt']",PPact pascuzzo Mitt romney on children we 're going to get rid of those Mitt romney on dogs we 're going to get rid of those Mitt
1132, Saw a <e>romney</e><a> commercial</a> earlier that played Biden laughing while they talked about some sob story.   That is dirty and low.,138,"['Saw', 'romney', 'commercial', 'earlier', 'play', 'Biden', 'laugh', 'talk', 'sob', 'story', 'dirty', 'low']",Saw a romney commercial earlier that played Biden laughing while they talked about some sob story That is dirty and low
1133, The <e>romney</e> campaignâ€™s <a>job</a> math is just as bad as its tax math http://t.co/v79jlR1z,99,"['romney', 'job', 'math', 'bad', 'tax', 'math', 'http']",The romney campaignâ€™s job math is just as bad as its tax math http t.co/v79jlR1z
1134, if <e>romney</e> become president we all gone have to start reading the <a>terms & conditions</a>. we MIGHT be agreeing to <a>slavery</a> LMBO!!,145,"['romney', 'become', 'president', 'go', 'start', 'read', 'term', 'condition', 'MIGHT', 'agree', 'slavery', 'LMBO']",if romney become president we all gone have to start reading the terms conditions we MIGHT be agreeing to slavery LMBO
